title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,Nominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western,genre
das ding aus einer anderen welt (1982),das ding aus einer anderen welt,http://www.imdb.com/title/tt0084787/,8.2,188733,6540,1982.0,video.movie,0,0,40,1702,849,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,Horror
fröhliche weihnachten (1983),fr hliche weihnachten,http://www.imdb.com/title/tt0085334/,8.1,85811,5640,1983.0,video.movie,3,11,27,621,431,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
die rückkehr der jedi-ritter (1983),die r ckkehr der jedi ritter,http://www.imdb.com/title/tt0086190/,8.4,445123,8040,1983.0,video.movie,12,14,94,1879,558,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
amadeus (1984),amadeus,http://www.imdb.com/title/tt0086879/,8.4,198201,9600,1984.0,video.movie,33,13,66,242,500,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Biography
nausicaä - prinzessin aus dem tal der winde (1984),nausica prinzessin aus dem tal der winde,http://www.imdb.com/title/tt0087544/,8.2,60197,7020,1984.0,video.movie,3,0,11,41,161,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
es war einmal in amerika (1984),es war einmal in amerika,http://www.imdb.com/title/tt0087843/,8.4,159607,13740,1984.0,video.movie,13,4,49,187,461,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
terminator (1984),terminator,http://www.imdb.com/title/tt0088247/,8.1,413108,6420,1984.0,video.movie,5,6,67,3869,602,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Action
zurück in die zukunft (1985),zur ck in die zukunft,http://www.imdb.com/title/tt0088763/,8.5,478445,6960,1985.0,video.movie,13,24,78,3628,680,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Comedy
ran (1985),ran,http://www.imdb.com/title/tt0089881/,8.3,58697,9720,1985.0,video.movie,28,18,25,106,220,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Action
aliens - die rückkehr (1986),aliens die r ckkehr,http://www.imdb.com/title/tt0090605/,8.5,353899,8220,1986.0,video.movie,16,21,95,2150,998,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Action
platoon (1986),platoon,http://www.imdb.com/title/tt0091763/,8.2,217699,7200,1986.0,video.movie,22,10,47,467,476,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Action
stand by me - das geheimnis eines sommers (1986),stand by me das geheimnis eines sommers,http://www.imdb.com/title/tt0092005/,8.2,198139,5340,1986.0,video.movie,3,10,60,903,536,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure
das schloss im himmel (1986),das schloss im himmel,http://www.imdb.com/title/tt0092067/,8.1,61387,7440,1986.0,video.movie,1,0,20,132,152,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
full metal jacket (1987),full metal jacket,http://www.imdb.com/title/tt0093058/,8.4,334586,6960,1987.0,video.movie,7,7,53,621,621,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Drama
die braut des prinzen (1987),die braut des prinzen,http://www.imdb.com/title/tt0093779/,8.2,222749,5880,1987.0,video.movie,5,8,71,958,662,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
stirb langsam (1988),stirb langsam,http://www.imdb.com/title/tt0095016/,8.3,431906,7860,1988.0,video.movie,6,2,63,2360,667,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Action
die letzten leuchtkäfer (1988),die letzten leuchtk fer,http://www.imdb.com/title/tt0095327/,8.5,85046,5340,1988.0,video.movie,3,0,16,156,436,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Animation
cinema paradiso (1988),cinema paradiso,http://www.imdb.com/title/tt0095765/,8.5,103093,9300,1988.0,video.movie,19,22,60,215,357,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
mein nachbar totoro (1988),mein nachbar totoro,http://www.imdb.com/title/tt0096283/,8.3,101445,5160,1988.0,video.movie,5,1,39,330,273,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animation
indiana jones und der letzte kreuzzug (1989),indiana jones und der letzte kreuzzug,http://www.imdb.com/title/tt0097576/,8.3,364585,7620,1989.0,video.movie,4,19,66,362,440,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
goodfellas - drei jahrzehnte in der mafia (1990),goodfellas drei jahrzehnte in der mafia,http://www.imdb.com/title/tt0099685/,8.8,515242,8760,1990.0,video.movie,40,23,68,1504,883,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biography
die schöne und das biest (1991),die sch ne und das biest,http://www.imdb.com/title/tt0101414/,8.1,208331,5040,1991.0,video.movie,21,19,81,3057,310,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animation
das schweigen der lämmer (1991),das schweigen der l mmer,http://www.imdb.com/title/tt0102926/,8.6,584102,7080,1991.0,video.movie,44,30,80,1076,798,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Crime
terminator 2 - tag der abrechnung (1991),terminator tag der abrechnung,http://www.imdb.com/title/tt0103064/,8.5,523543,8220,1991.0,video.movie,20,19,71,855,869,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Action
reservoir dogs - wilde hunde (1992),reservoir dogs wilde hunde,http://www.imdb.com/title/tt0105236/,8.4,454684,5940,1992.0,video.movie,11,9,72,1603,855,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Crime
erbarmungslos (1992),erbarmungslos,http://www.imdb.com/title/tt0105695/,8.3,205938,7860,1992.0,video.movie,40,20,67,568,453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Western
...und täglich grüßt das murmeltier (1993),und t glich gr t das murmeltier,http://www.imdb.com/title/tt0107048/,8.1,309177,6060,1993.0,video.movie,6,7,55,1237,542,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
im namen des vaters (1993),im namen des vaters,http://www.imdb.com/title/tt0107207/,8.2,74591,7980,1993.0,video.movie,9,15,25,318,139,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Biography
schindlers liste (1993),schindlers liste,http://www.imdb.com/title/tt0108052/,8.9,599579,11700,1993.0,video.movie,70,25,52,857,1095,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biography
forrest gump (1994),forrest gump,http://www.imdb.com/title/tt0109830/,8.8,799314,8520,1994.0,video.movie,38,46,56,1908,1133,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama
der könig der löwen (1994),der k nig der l wen,http://www.imdb.com/title/tt0110357/,8.5,408078,5340,1994.0,video.movie,25,22,111,2908,542,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure
léon - der profi (1994),l on der profi,http://www.imdb.com/title/tt0110413/,8.6,501117,6600,1994.0,video.movie,3,8,58,1194,754,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Crime
pulp fiction (1994),pulp fiction,http://www.imdb.com/title/tt0110912/,9.0,911042,9240,1994.0,video.movie,62,46,87,3824,1818,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Crime
die verurteilten (1994),die verurteilten,http://www.imdb.com/title/tt0111161/,9.3,1183395,8520,1994.0,video.movie,15,15,66,1913,3046,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
drei farben - rot (1994),drei farben rot,http://www.imdb.com/title/tt0111495/,8.1,47730,5940,1994.0,video.movie,18,15,31,29,116,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Drama
before sunrise - zwischenstopp in wien (1995),before sunrise zwischenstopp in wien,http://www.imdb.com/title/tt0112471/,8.1,119333,6300,1995.0,video.movie,1,2,18,763,351,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama
braveheart (1995),braveheart,http://www.imdb.com/title/tt0112573/,8.4,523797,10620,1995.0,video.movie,19,20,89,975,1008,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biography
casino (1995),casino,http://www.imdb.com/title/tt0112641/,8.2,236730,10680,1995.0,video.movie,3,7,69,550,498,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biography
hass (1995),hass,http://www.imdb.com/title/tt0113247/,8.1,72274,5880,1995.0,video.movie,8,12,32,70,154,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
heat (1995),heat,http://www.imdb.com/title/tt0113277/,8.3,324264,10200,1995.0,video.movie,0,0,64,1030,841,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
sieben (1995),sieben,http://www.imdb.com/title/tt0114369/,8.7,691425,7620,1995.0,video.movie,25,18,58,1953,977,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Crime
toy story (1995),toy story,http://www.imdb.com/title/tt0114709/,8.3,410650,4860,1995.0,video.movie,19,13,121,5068,311,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
12 monkeys (1995),monkeys,http://www.imdb.com/title/tt0114746/,8.1,342200,7740,1995.0,video.movie,10,8,47,335,498,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Mystery
underground (1995),underground,http://www.imdb.com/title/tt0114787/,8.2,30610,10200,1995.0,video.movie,6,6,10,38,118,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Comedy
die üblichen verdächtigen (1995),die blichen verd chtigen,http://www.imdb.com/title/tt0114814/,8.7,523742,6360,1995.0,video.movie,29,7,53,1212,1110,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Crime
fargo - blutiger schnee (1996),fargo blutiger schnee,http://www.imdb.com/title/tt0116282/,8.2,310335,5880,1996.0,video.movie,60,32,30,815,752,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Crime
trainspotting - neue helden (1996),trainspotting neue helden,http://www.imdb.com/title/tt0117951/,8.2,343921,5640,1996.0,video.movie,19,15,71,1343,482,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
in the mood for love - der klang der liebe (2000),in the mood for love der klang der liebe,http://www.imdb.com/title/tt0118694/,8.1,55016,5880,2000.0,video.movie,35,27,28,154,293,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama
the big lebowski (1998),the big lebowski,http://www.imdb.com/title/tt0118715/,8.2,380503,7020,1998.0,video.movie,1,9,73,1394,972,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
das leben ist schön (1997),das leben ist sch n,http://www.imdb.com/title/tt0118799/,8.6,266261,6960,1997.0,video.movie,56,31,56,98,972,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
good will hunting - der gute will hunting (1997),good will hunting der gute will hunting,http://www.imdb.com/title/tt0119217/,8.2,414269,7560,1997.0,video.movie,18,37,73,1462,611,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
l.a. confidential (1997),l a confidential,http://www.imdb.com/title/tt0119488/,8.3,319796,8280,1997.0,video.movie,78,48,59,82,591,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Crime
prinzessin mononoke (1997),prinzessin mononoke,http://www.imdb.com/title/tt0119698/,8.5,150101,8040,1997.0,video.movie,11,5,49,297,516,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure
die truman show (1998),die truman show,http://www.imdb.com/title/tt0120382/,8.0,455656,6180,1998.0,video.movie,32,37,113,702,789,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Comedy
american history x (1998),american history x,http://www.imdb.com/title/tt0120586/,8.6,550302,7140,1998.0,video.movie,3,9,42,472,1344,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
the green mile (1999),the green mile,http://www.imdb.com/title/tt0120689/,8.5,499240,11340,1999.0,video.movie,15,23,45,808,1290,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
bube dame könig gras (1998),bube dame k nig gras,http://www.imdb.com/title/tt0120735/,8.2,304448,6420,1998.0,video.movie,13,7,92,96,509,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
der herr der ringe - die gefährten (2001),der herr der ringe die gef hrten,http://www.imdb.com/title/tt0120737/,8.9,871819,10680,2001.0,video.movie,82,90,220,801,4928,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
der soldat james ryan (1998),der soldat james ryan,http://www.imdb.com/title/tt0120815/,8.6,600405,10140,1998.0,video.movie,58,56,129,1841,2191,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Action
matrix (1999),matrix,http://www.imdb.com/title/tt0133093/,8.7,841150,8160,1999.0,video.movie,29,36,123,1931,3470,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Action
fight club (1999),fight club,http://www.imdb.com/title/tt0137523/,8.9,900388,8340,1999.0,video.movie,5,13,215,2613,2676,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
das fest (1998),das fest,http://www.imdb.com/title/tt0154420/,8.2,52322,6300,1998.0,video.movie,28,16,23,151,249,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
der herr der ringe - die rückkehr des königs (2003),der herr der ringe die r ckkehr des k nigs,http://www.imdb.com/title/tt0167260/,8.9,845383,12060,2003.0,video.movie,122,74,230,1294,3049,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
der herr der ringe - die zwei türme (2002),der herr der ringe die zwei t rme,http://www.imdb.com/title/tt0167261/,8.8,760587,10740,2002.0,video.movie,76,83,164,527,2381,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
sixth sense (1999),sixth sense,http://www.imdb.com/title/tt0167404/,8.2,516468,6420,1999.0,video.movie,32,37,50,1500,2019,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Drama
lagaan: once upon a time in india (2001),lagaan once upon a time in india,http://www.imdb.com/title/tt0169102/,8.3,33481,13440,2001.0,video.movie,44,19,19,9,228,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Adventure
american beauty (1999),american beauty,http://www.imdb.com/title/tt0169547/,8.5,602828,7320,1999.0,video.movie,91,74,88,2285,2648,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
gladiator (2000),gladiator,http://www.imdb.com/title/tt0172495/,8.5,661296,9300,2000.0,video.movie,51,80,197,2447,2277,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
requiem for a dream (2000),requiem for a dream,http://www.imdb.com/title/tt0180093/,8.4,413539,6120,2000.0,video.movie,27,36,134,918,1842,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
die monster ag (2001),die monster ag,http://www.imdb.com/title/tt0198781/,8.1,374409,5520,2001.0,video.movie,14,31,154,104,546,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
snatch - schweine und diamanten (2000),snatch schweine und diamanten,http://www.imdb.com/title/tt0208092/,8.4,432193,6240,2000.0,video.movie,4,5,132,902,696,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
memento (2000),memento,http://www.imdb.com/title/tt0209144/,8.6,605480,6780,2000.0,video.movie,47,34,72,1748,1976,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Mystery
die fabelhafte welt der amelie (2001),die fabelhafte welt der amelie,http://www.imdb.com/title/tt0211915/,8.5,380600,7320,2001.0,video.movie,54,50,57,359,1255,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
chihiros reise ins zauberland (2001),chihiros reise ins zauberland,http://www.imdb.com/title/tt0245429/,8.6,273502,7500,2001.0,video.movie,35,19,33,621,788,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure
amores perros (2000),amores perros,http://www.imdb.com/title/tt0245712/,8.2,130465,9240,2000.0,video.movie,56,15,24,308,346,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Drama
donnie darko (2001),donnie darko,http://www.imdb.com/title/tt0246578/,8.1,430315,6780,2001.0,video.movie,11,12,58,1329,2031,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Drama
der pianist (2002),der pianist,http://www.imdb.com/title/tt0253474/,8.5,331248,9000,2002.0,video.movie,49,47,74,700,718,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Biography
findet nemo (2003),findet nemo,http://www.imdb.com/title/tt0266543/,8.2,451631,6000,2003.0,video.movie,37,37,92,2563,804,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
kill bill: vol. 1 (2003),kill bill vol,http://www.imdb.com/title/tt0266697/,8.2,509895,6660,2003.0,video.movie,16,43,97,3019,2044,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
a beautiful mind - genie und wahnsinn (2001),a beautiful mind genie und wahnsinn,http://www.imdb.com/title/tt0268978/,8.2,389925,8100,2001.0,video.movie,28,51,85,1192,1123,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biography
city of god (2002),city of god,http://www.imdb.com/title/tt0317248/,8.7,386540,7800,2002.0,video.movie,57,26,27,528,681,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
fluch der karibik (2003),fluch der karibik,http://www.imdb.com/title/tt0325980/,8.1,572501,8580,2003.0,video.movie,28,71,125,429,2072,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
vergiss mein nicht (2004),vergiss mein nicht,http://www.imdb.com/title/tt0338013/,8.4,475849,6480,2004.0,video.movie,46,54,52,1324,1448,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Drama
infernal affairs - die achte hölle (2002),infernal affairs die achte h lle,http://www.imdb.com/title/tt0338564/,8.2,68704,6060,2002.0,video.movie,23,20,15,358,171,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Crime
das wandelnde schloss (2004),das wandelnde schloss,http://www.imdb.com/title/tt0347149/,8.2,136207,7140,2004.0,video.movie,9,14,35,153,298,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure
salinui chueok (2003),salinui chueok,http://www.imdb.com/title/tt0353969/,8.1,39252,7800,2003.0,video.movie,14,2,5,181,107,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Crime
inglourious basterds (2009),inglourious basterds,http://www.imdb.com/title/tt0361748/,8.3,561706,9180,2009.0,video.movie,76,63,394,7896,1391,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Adventure
der untergang (2004),der untergang,http://www.imdb.com/title/tt0363163/,8.3,184234,9360,2004.0,video.movie,18,17,16,432,532,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biography
oldboy (2003),oldboy,http://www.imdb.com/title/tt0364569/,8.4,245394,7200,2003.0,video.movie,18,11,19,121,742,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Drama
batman begins (2005),batman begins,http://www.imdb.com/title/tt0372784/,8.3,659591,8400,2005.0,video.movie,9,44,202,6136,2607,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
before sunset (2004),before sunset,http://www.imdb.com/title/tt0381681/,8.1,113580,4800,2004.0,video.movie,8,12,34,719,467,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama
hotel ruanda (2004),hotel ruanda,http://www.imdb.com/title/tt0395169/,8.2,195628,7260,2004.0,video.movie,14,34,27,461,582,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biography
schmetterling und taucherglocke (2007),schmetterling und taucherglocke,http://www.imdb.com/title/tt0401383/,8.1,75965,6720,2007.0,video.movie,56,41,33,337,167,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biography
sin city (2005),sin city,http://www.imdb.com/title/tt0401792/,8.2,491210,7440,2005.0,video.movie,21,29,212,5239,1677,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Crime
das leben der anderen (2006),das leben der anderen,http://www.imdb.com/title/tt0405094/,8.5,185524,8220,2006.0,video.movie,66,25,25,402,371,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Drama
million dollar baby (2004),million dollar baby,http://www.imdb.com/title/tt0405159/,8.1,334315,7920,2004.0,video.movie,58,34,48,1457,1068,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Drama
rang de basanti (2006),rang de basanti,http://www.imdb.com/title/tt0405508/,8.6,36778,9420,2006.0,video.movie,16,18,3,335,294,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
departed - unter feinden (2006),departed unter feinden,http://www.imdb.com/title/tt0407887/,8.5,598844,9060,2006.0,video.movie,64,63,83,3043,1954,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Crime
v wie vendetta (2005),v wie vendetta,http://www.imdb.com/title/tt0434409/,8.2,557042,7920,2005.0,video.movie,4,17,70,1459,1980,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Action
toy story 3 (2010),toy story,http://www.imdb.com/title/tt0435761/,8.5,356405,6180,2010.0,video.movie,36,44,97,5842,657,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
das bourne ultimatum (2007),das bourne ultimatum,http://www.imdb.com/title/tt0440963/,8.1,350787,6900,2007.0,video.movie,17,27,82,1639,790,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Crime
pans labyrinth (2006),pans labyrinth,http://www.imdb.com/title/tt0457430/,8.3,339845,7080,2006.0,video.movie,76,63,50,81,1025,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Drama
the dark knight (2008),the dark knight,http://www.imdb.com/title/tt0468569/,9.0,1148515,9120,2008.0,video.movie,94,69,107,17229,3930,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
there will be blood (2007),there will be blood,http://www.imdb.com/title/tt0469494/,8.1,272992,9480,2007.0,video.movie,74,58,65,2075,1053,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
